Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Report.Status,Publication.Date,Total.Onboard,Fatal.Serious.Count,Fatal.Serious.Rate,Aircraft.Damage,Make_Model,Make.Model
Accident,CEN22LA108,2022-01-15,"Lamesa, TX",United States,324415N,0101574W,,,Non-Fatal,Substantial,Airplane,N6916D,piper,pa-22-150,No,1.0,Reciprocating,091,NSCH,Personal,,0.0,0.0,0.0,1.0,VMC,The pilots failure to maintain clearance from terrain during a descent that resulted in an impact with terrain.,14-06-2022,1.0,0.0,0.0,0,piper-pa-22-150,piper-pa-22-150
Incident,DCA22WA071,2022-01-15,"Barcelona, ",Venezuela,,,SVBC,General Jose Antonio Anzoategu,Non-Fatal,Unknown,Airplane,YV2794,boeing,737,No,,,NUSC,SCHD,,Avior Airlines,0.0,0.0,0.0,51.0,,,28-01-2022,51.0,0.0,0.0,0,boeing-737,boeing-737
Incident,DCA22WA089,2022-01-15,"Sukkur, OF",Pakistan,,,,,,Unknown,Airplane,A6-ANS,airbus,a320,No,,,NUSC,,,Air Arabia,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0,airbus-a320,airbus-a320
Incident,DCA22WA089,2022-01-15,"Sukkur, OF",Pakistan,,,,,,Unknown,Airplane,VT-MXK,boeing,737,No,,,NUSC,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0,boeing-737,boeing-737
Accident,CEN22LA101,2022-01-16,"San Antonio, TX",United States,292013N,0982816W,SSF,Stinson Municipal,Non-Fatal,Substantial,Airplane,N16JG,north american,at-6c,No,1.0,Reciprocating,091,NSCH,Personal,,0.0,0.0,0.0,2.0,VMC,"The pilots loss of directional control during landing.
",14-06-2022,2.0,0.0,0.0,0,north american-at-6c,north american-at-6c
Accident,DCA22WA074,2022-01-16,"Okayama City, ",Japan,,,,,Serious,Unknown,Airplane,JA24MC,airbus,a320,No,,,NUSC,,,,0.0,0.0,1.0,55.0,,,25-02-2022,56.0,0.0,0.0,0,airbus-a320,airbus-a320
Accident,WPR22LA081,2022-01-18,"Scottsdale, AZ",United States,333352N,1114717W,,,Minor,Unknown,Airplane,N5276W,piper,pa-28,No,1.0,,091,,Personal,THIRD STEP 2 LLC,0.0,1.0,0.0,0.0,VMC,,08-02-2022,1.0,1.0,1.0,0,piper-pa-28,piper-pa-28
Accident,CEN22LA103,2022-01-18,"Sturtevant, WI",United States,424211N,0875732W,C89,SYLVANIA,Serious,Substantial,Airplane,N90129,cessna,120,No,1.0,,091,,Personal,,0.0,0.0,1.0,0.0,VMC,,02-02-2022,1.0,0.0,0.0,0,cessna-120,cessna-120
Accident,CEN22LA104,2022-01-18,"McKinney, TX",United States,331037N,0963520W,TKI,McKinney,Non-Fatal,Substantial,Airplane,N3735B,beech,v35b,No,1.0,Reciprocating,091,,Personal,BURRIS MIKE,0.0,0.0,0.0,1.0,VMC,The pilots failure to maintain control during the landing with gusty wind. ,13-10-2022,1.0,0.0,0.0,0,beech-v35b,beech-v35b
Accident,GAA22WA087,2022-01-19,"Curitiba, OF",Brazil,252412S,0049141W,SBBI,Bacacheri Airport,Non-Fatal,Substantial,Airplane,PR-JGV,beech,58,No,2.0,,NUSN,NSCH,Personal,PAJOARA INDÚSTRIA E COMÉRCIO LTDA,0.0,0.0,0.0,6.0,,,24-03-2022,6.0,0.0,0.0,0,beech-58,beech-58
Incident,GAA22WA088,2022-01-19,"Pampulha-SBBH, OF",Brazil,,,,,Non-Fatal,Minor,Airplane,PT-OSO,beech,c90,No,,,NUSN,,,,0.0,0.0,0.0,3.0,,,01-03-2022,3.0,0.0,0.0,0,beech-c90,beech-c90
Accident,GAA22WA086,2022-01-20,"Luís Eduardo Magalhães,, OF",Brazil,,,,,,Substantial,Airplane,PS-RAF,air tractor,at602,No,,,NUSC,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0,air tractor-at602,air tractor-at602
Accident,GAA22WA078,2022-01-21,"Aligarh, ",India,,,,,Non-Fatal,Substantial,Airplane,VT-AMU,cessna,172,No,,,NUSN,,,,0.0,0.0,0.0,2.0,,,27-01-2022,2.0,0.0,0.0,0,cessna-172,cessna-172
Accident,CEN22LA107,2022-01-21,"Angola, IN",United States,413819N,0008556W,ANQ,TRI-STATE STEUBEN COUNTY,Non-Fatal,Substantial,Airplane,N42VR,cirrus,sr20,No,1.0,Reciprocating,091,,Instructional,BOARD OF TRUSTEES OF WESTERN MICHIGAN UNIVERSITY,0.0,0.0,0.0,2.0,VMC,The pilots failure to ensure adequate terrain clearance during an approach. Contributing to the accident was the flight instructors delayed remedial action when the airplane descended too low after transitioning to a visual descent to the runway.,14-06-2022,2.0,0.0,0.0,0,cirrus-sr20,cirrus-sr20
Accident,DCA22LA069,2022-01-22,"Hayden, CO",United States,401719N,0107750W,,,Non-Fatal,Substantial,Airplane,N760JB,airbus,a320-232,No,2.0,,121,SCHD,,JETBLUE AIRWAYS CORP,0.0,0.0,0.0,108.0,,,08-03-2022,108.0,0.0,0.0,0,airbus-a320-232,airbus-a320-232
Incident,DCA22WA167,2022-01-22,"Kigali, ",Rwanda,001587S,0030822E,,,,Unknown,Airplane,ET-AQN,boeing,737-800,No,,,NUSC,SCHD,,Ethopian Air,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0,boeing-737-800,boeing-737-800
Accident,CEN22LA106,2022-01-23,"Lampasas, TX",United States,031422N,0981359W,,,Minor,Substantial,Airplane,N5300,dehavilland,tiger moth dh 82a,No,1.0,,091,,Personal,,0.0,2.0,0.0,0.0,,,10-02-2022,2.0,2.0,1.0,0,dehavilland-tiger moth dh 82a,dehavilland-tiger moth dh 82a
Accident,CEN22LA110,2022-01-25,"Fort Carson, CO",United States,384023N,0104450W,FCS,BUTTS AAF (FORT CARSON),Non-Fatal,Substantial,Airplane,N974DA,diamond aircraft ind inc,da20-c1,No,1.0,Reciprocating,091,,Instructional,CAE-DOSS,0.0,0.0,0.0,2.0,VMC,"The windshear encounter on short final approach, which resulted in an excessive decent rate and ground impact.
 ",14-06-2022,2.0,0.0,0.0,0,diamond aircraft ind inc-da20-c1,diamond aircraft ind inc-da20-c1
Accident,WPR22LA083,2022-01-26,"Williams, AZ",United States,351941N,0112129W,CMR,H A CLARK MEML FLD,Minor,Substantial,Airplane,N1HH,beech,f33a,No,1.0,,091,,Personal,Andrew Edson,0.0,1.0,0.0,0.0,VMC,,01-02-2022,1.0,1.0,1.0,0,beech-f33a,beech-f33a
Accident,GAA22WA083,2022-01-28,"Coburg, OF",Georgia,,,,,Fatal,Substantial,Airplane,D-ECJN,cessna,172,No,,,NUSN,,,,1.0,0.0,1.0,0.0,,,02-02-2022,2.0,1.0,0.5,0,cessna-172,cessna-172
Accident,ANC22LA016,2022-01-28,"Skwenta, AK",United States,615838N,1511545W,,,Non-Fatal,Substantial,Airplane,N189BH,piper,pa-18-150,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,The pilots failure to maintain adequate clearance from a tree while landing. ,14-06-2022,2.0,0.0,0.0,0,piper-pa-18-150,piper-pa-18-150
Accident,WPR22FA087,2022-01-29,"Salem, OR",United States,445418N,1225955W,SLE,MCNARY FLD,Fatal,Substantial,Airplane,N9530R,beech,k35,No,1.0,,091,,Personal,,2.0,0.0,0.0,0.0,VMC,,10-02-2022,2.0,2.0,1.0,0,beech-k35,beech-k35
Accident,CEN22LA114,2022-01-29,"Cook, MN",United States,474911N,0092414W,CQM,Cook Municipal Airport,Non-Fatal,Substantial,Airplane,N2923E,aeronca,7ac,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,"The pilots failure to ensure the snow-covered takeoff area was safe, which resulted in a collision with ice and subsequent landing gear damage. ",13-07-2022,2.0,0.0,0.0,0,aeronca-7ac,aeronca-7ac
Accident,ERA22LA111,2022-01-30,"Louisville, KY",United States,381341N,0853949W,LOU,BOWMAN FLD,Non-Fatal,Substantial,Airplane,N20312,cessna,172m,No,1.0,Reciprocating,091,,Personal,CARDINAL WINGS AVIATION LLC,0.0,0.0,0.0,1.0,VMC,The pilots failure to maintain directional control during landing in cross wind conditions.,14-06-2022,1.0,0.0,0.0,0,cessna-172m,cessna-172m
Accident,ERA22LA113,2022-01-30,"Waynesboro, VA",United States,038438N,0785640W,W13,EAGLE'S NEST,Non-Fatal,Substantial,Airplane,N1766V,cessna,172,No,1.0,Reciprocating,091,,Instructional,EAGLES NEST FLIGHT SERVICES LLC,0.0,0.0,0.0,1.0,VMC,The student pilots loss of directional control while landing.,14-06-2022,1.0,0.0,0.0,0,cessna-172,cessna-172
Accident,GAA22WA084,2022-01-31,"London Stansfield, OF",United Kingdom,515418N,0000144E,,,Non-Fatal,Substantial,Airplane,N999PX,bombardier inc,cl-600-2b16,No,2.0,,NUSC,,Business,LIMA DELTA CO TRUSTEE,0.0,0.0,0.0,2.0,,,07-02-2022,2.0,0.0,0.0,0,bombardier inc-cl-600-2b16,bombardier inc-cl-600-2b16
Accident,CEN22FA111,2022-01-31,"Hutchinson, MN",United States,444950N,0094211W,HCD,Hutchinson Municipal Airport,Fatal,Substantial,Airplane,N227BD,cirrus,sr22,No,1.0,,091,,Instructional,"Black Dog Aviation, LLC",1.0,0.0,1.0,0.0,VMC,,23-02-2022,2.0,1.0,0.5,0,cirrus-sr22,cirrus-sr22
Accident,ERA22LA112,2022-01-31,"Palm Coast, FL",United States,292755N,0811228W,FIN,FLAGLER EXEC,Minor,Substantial,Airplane,N597K,cessna,195,No,1.0,,091,,Personal,,0.0,2.0,0.0,0.0,VMC,,01-04-2022,2.0,2.0,1.0,0,cessna-195,cessna-195
Accident,GAA22WA092,2022-01-31,"Ontario, OF",Canada,,,CYSA,Stratford Municipal Airport,Non-Fatal,Substantial,Airplane,C-FOKR,piper,pa-46,No,,,NUSN,,,,0.0,0.0,0.0,1.0,,,24-02-2022,1.0,0.0,0.0,0,piper-pa-46,piper-pa-46
Accident,GAA22WA306,2022-01-31,"Nassau, OF",Bahamas,,,MYNN,"Lynden Pindling Int'l Airport,",,Substantial,Airplane,N1215H,piper,pa32,No,,,NUSN,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0,piper-pa32,piper-pa32
Accident,CEN22FA113,2022-02-01,"Heath, OH",United States,040218N,0822358W,VTA,NEWARK-HEATH,Fatal,Destroyed,Airplane,N716MC,cessna,182t,No,1.0,,091,,Personal,,1.0,0.0,0.0,0.0,VMC,,18-02-2022,1.0,1.0,1.0,1,cessna-182t,cessna-182t
Accident,ERA22FA114,2022-02-01,"Danville, VA",United States,363323N,0791512W,DAN,Danville Regional Airport,Fatal,Substantial,Airplane,N622QT,cessna,310,No,2.0,,091,,Aerial Observation,SOL AERIAL SURVEYS LLC,1.0,0.0,0.0,0.0,VMC,,15-02-2022,1.0,1.0,1.0,0,cessna-310,cessna-310
Accident,WPR22LA091,2022-02-01,"Gila Bend, AZ",United States,323434N,1122414W,E63,Gila Bend Municipal Airport,Non-Fatal,Substantial,Airplane,N185DG,cessna,a185f,No,1.0,Reciprocating,091,,Positioning,WESTERN PILOT SERVICE INC,0.0,0.0,0.0,2.0,VMC,The pilot's failure to maintain directional control during the landing roll ,14-06-2022,2.0,0.0,0.0,0,cessna-a185f,cessna-a185f
Incident,DCA22WA072,2022-02-01,"Pyrzowice, ",Poland,,,,,,Unknown,Airplane,SP-RSB,boeing,737,No,,,NUSC,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0,boeing-737,boeing-737
Incident,ENG22WA008,2022-02-03,"Brazzaville, ",Central African Republic,,,,,,Unknown,Airplane,TN-AJY,boeing,737,No,,,121,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0,boeing-737,boeing-737
Incident,DCA22WA073,2022-02-03,"Puerto Carreno, ",Colombia,,,,,,Unknown,Airplane,HK5192,boeing,2x6c,No,,,NUSC,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0,boeing-2x6c,boeing-2x6c
Accident,GAA22WA105,2022-02-03,"Reykjavik, ",Iceland,,,,,,Substantial,Airplane,TF-ABB,cessna,172n,No,,,NUSN,,Aerial Observation,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0,cessna-172n,cessna-172n
Incident,ENG22FA009,2022-02-04,"Las Vegas, NV",United States,036435N,0115831W,LAS,Harry Reid International Airpo,Non-Fatal,Minor,Airplane,N817SY,boeing,737-8k2,No,2.0,,121,SCHD,,"Sun Country Airlines, Inc.",0.0,0.0,0.0,56.0,VMC,,09-03-2022,56.0,0.0,0.0,0,boeing-737-8k2,boeing-737-8k2
Accident,CEN22LA115,2022-02-04,"Olathe, KS",United States,385051N,0944415W,OJC,,Non-Fatal,Substantial,Airplane,N5145W,piper,pa-28r-201,No,1.0,,091,,Personal,Private Individual,0.0,0.0,0.0,2.0,VMC,,08-02-2022,2.0,0.0,0.0,0,piper-pa-28r-201,piper-pa-28r-201
Accident,GAA22WA095,2022-02-04,"Region de la Araucania, OF",Côte d'Ivoire,,,,,Fatal,Destroyed,Airplane,CC-AFA,cessna,172,No,1.0,,NUSN,,,Chile Megaparts,2.0,0.0,2.0,0.0,VMC,,10-02-2022,4.0,2.0,0.5,1,cessna-172,cessna-172
Accident,GAA22WA141,2022-02-04,"Hertfordshire, ",United Kingdom,514835N,0001416E,,,Minor,Substantial,Airplane,G-BJNZ,piper,pa23,No,,,NUSN,,,,0.0,1.0,0.0,0.0,,,07-04-2022,1.0,1.0,1.0,0,piper-pa23,piper-pa23
Accident,ERA22LA116,2022-02-05,"Gilbert, SC",United States,335014N,0812342W,,,Non-Fatal,Substantial,Airplane,N1454Z,dehavilland,dhc-2,No,1.0,Reciprocating,091,,Personal,Out There Outfitters,0.0,0.0,0.0,2.0,VMC,"The pilots improper flap setting, which resulted in a collision with trees during a takeoff attempt from a short grass field.",14-06-2022,2.0,0.0,0.0,0,dehavilland-dhc-2,dehavilland-dhc-2
Accident,ANC22LA017,2022-02-05,"Kasilof, AK",United States,060150N,0151180W,5KS,KASILOF,Non-Fatal,Substantial,Airplane,N23RB,piper,pa-22-150,No,1.0,Reciprocating,091,,Personal,Kenai Aviation Training Academy,0.0,0.0,0.0,1.0,VMC,"The pilots decision to land on an unmaintained runway surface, which resulted in a loss of control and nose over.",01-09-2022,1.0,0.0,0.0,0,piper-pa-22-150,piper-pa-22-150
Accident,GAA22WA101,2022-02-05,"Chapadão do Sul, OF",Brazil,018456S,0052412W,SDRV,Tenoar,Fatal,Destroyed,Airplane,PR-JPY,air tractor,at402,No,1.0,,NUSC,,Aerial Application,,1.0,0.0,0.0,0.0,,,06-04-2022,1.0,1.0,1.0,1,air tractor-at402,air tractor-at402
Accident,GAA22WA093,2022-02-06,"Chalons Vatry, OF",France,,,,,Non-Fatal,Unknown,Airplane,N340YZ,cessna,340a,No,2.0,,NUSN,,,,0.0,0.0,0.0,4.0,,,08-02-2022,4.0,0.0,0.0,0,cessna-340a,cessna-340a
Accident,ERA22LA124,2022-02-06,"Rocky Mount, NC",United States,355123N,0775331W,RWI,Rocky Mount / Wilson Regional,Non-Fatal,Substantial,Airplane,N9382D,cessna,172rg,No,1.0,Reciprocating,091,,Personal,Total Flight Solutions,0.0,0.0,0.0,3.0,VMC,"An inflight collision with a bird, which resulted in substantial damage to the left wing.",14-06-2022,3.0,0.0,0.0,0,cessna-172rg,cessna-172rg
Accident,DCA22WA076,2022-02-07,"Copenhagen, ",Denmark,,,,,,Substantial,Airplane,OH-LKK,embraer,erj190,No,,,NUSC,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0,embraer-erj190,embraer-erj190
Accident,WPR22LA092,2022-02-07,"Crane Island, WA",United States,483552N,1225952W,PVT,Crane Island,Non-Fatal,Substantial,Airplane,N684S,cessna,t207,No,1.0,Reciprocating,091,,Positioning,"Rugby Aviation, LLC",0.0,0.0,0.0,2.0,VMC,"The pilots failure to obtain a proper touch down location on a wet grass runway, resulting in a runway overrun and impact with terrain. ",14-06-2022,2.0,0.0,0.0,0,cessna-t207,cessna-t207
Incident,DCA22WA078,2022-02-08,"Madridsp, ",Spain,,,,,,Unknown,Airplane,N1602,boeing,767-332,No,2.0,,121,SCHD,,DELTA AIR LINES INC,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0,boeing-767-332,boeing-767-332
Accident,WPR22LA093,2022-02-08,"Chemehuevi Valley, CA",United States,343144N,1142555W,49X,CHEMEHUEVI VALLEY,Non-Fatal,Substantial,Airplane,N6496L,cessna,152,No,1.0,,091,,Instructional,Mach 6,0.0,0.0,0.0,1.0,VMC,,08-03-2022,1.0,0.0,0.0,0,cessna-152,cessna-152
Accident,CEN22LA116,2022-02-08,"Shell Knob, MO",United States,362034N,0933224W,MO06,Discovery Bay Airport at Norwa,Serious,Destroyed,Airplane,N1908D,beech,c35,No,1.0,Reciprocating,091,NSCH,Personal,Pilot,0.0,1.0,1.0,0.0,VMC,The pilots failure to maintain airplane control that resulted in an aerodynamic stall during approach and impact with terrain.,13-10-2022,2.0,1.0,0.5,1,beech-c35,beech-c35
Accident,WPR22LA099,2022-02-08,"Napa, CA",United States,382744N,1221254W,,,Non-Fatal,Substantial,Airplane,N9500E,aeronca,11ac,No,1.0,,091,,Personal,,0.0,0.0,0.0,1.0,,,04-03-2022,1.0,0.0,0.0,0,aeronca-11ac,aeronca-11ac
Accident,WPR22LA097,2022-02-09,"Paradise, CA",United States,394220N,0121370W,CA92,PARADISE SKYPARK,Minor,Substantial,Airplane,N201VJ,mooney,m20j,No,1.0,Reciprocating,091,,Personal,Alfred W. Brown,0.0,1.0,0.0,0.0,VMC,The pilots failure to maintain a proper glidepath which resulted in a collision with terrain. ,14-06-2022,1.0,1.0,1.0,0,mooney-m20j,mooney-m20j
Accident,ERA22LA125,2022-02-09,"Pinehurst, NC",United States,351415N,0792321W,SOP,MOORE COUNTY,Non-Fatal,Substantial,Airplane,N987AA,cirrus,sr22,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,"The in-flight encounter while on final approach with high-speed trailing vortices from a military helicopter, resulting in abnormal runway contact. Contributing to the accident was the Cirrus pilots incorrect selection of the common traffic advisory frequency on the aircrafts radio.",14-06-2022,2.0,0.0,0.0,0,cirrus-sr22,cirrus-sr22
Accident,CEN22LA125,2022-02-09,"Burleson, TX",United States,323232N,0971915W,FWS,Spinks Airport,Non-Fatal,Substantial,Airplane,N11373,cessna,150l,No,1.0,Reciprocating,091,,Instructional,,0.0,0.0,0.0,1.0,VMC,The student pilot accidentally pulling the mixture control in the landing pattern which resulted in a loss of engine power and forced landing.,13-10-2022,1.0,0.0,0.0,0,cessna-150l,cessna-150l
Accident,GAA22WA098,2022-02-10,"Wiston East Sussex, ",United Kingdom,,,,,,Destroyed,Airplane,G-KNOW,piper,pa-32-300,No,,,UNK,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,1,piper-pa-32-300,piper-pa-32-300
Accident,WPR22LA095,2022-02-10,"Carrizozo, NM",United States,332259N,1053125W,F37,Carrizozo,Non-Fatal,Substantial,Airplane,N4750B,cessna,180,No,1.0,Reciprocating,091,,Personal,Mark Dankel,0.0,0.0,0.0,2.0,VMC,The pilot's failure to maintain directional control during the landing roll.,14-06-2022,2.0,0.0,0.0,0,cessna-180,cessna-180
Accident,ERA22LA127,2022-02-10,"Honesdale, PA",United States,413056N,0075156W,N30,CHERRY RIDGE,Minor,Substantial,Airplane,N5276C,cessna,t210n,No,1.0,Reciprocating,091,,Personal,ANI HOLDING & EQUIPMENT CO INC,0.0,1.0,0.0,0.0,VMC,"The pilots failure to attain the proper touchdown point, which resulted in a runway overrun and collision with terrain.",14-06-2022,1.0,1.0,1.0,0,cessna-t210n,cessna-t210n
Incident,ENG22WA013,2022-02-10,"Lanseria, OF",United States,026647S,0028046E,,,Non-Fatal,Minor,Airplane,ZS-ZWD,boeing,737,No,2.0,,NUSC,SCHD,,Kulula,0.0,0.0,0.0,163.0,,,04-03-2022,163.0,0.0,0.0,0,boeing-737,boeing-737
Incident,DCA22WA119,2022-02-10,"Pointe-a-Pitre, ",Guadeloupe,161555N,0613154W,TFFR,Pointe-à-Pitre Le Raizet Airpo,,Unknown,Airplane,F-HEPB,airbus,a320,No,,,129,,,Air France,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0,airbus-a320,airbus-a320
Accident,CEN22LA117,2022-02-11,"Lincoln, NE",United States,040513N,0964533W,,,Non-Fatal,Substantial,Airplane,N317KJ,cirrus,sr22t,No,1.0,,091,NSCH,Personal,Pilot,0.0,0.0,0.0,2.0,VMC,,28-02-2022,2.0,0.0,0.0,0,cirrus-sr22t,cirrus-sr22t
Accident,ERA22LA119,2022-02-11,"Naples, FL",United States,026930N,0081464W,APF,NAPLES MUNI,Non-Fatal,Substantial,Airplane,C-FOXV,mooney,m20,No,1.0,Reciprocating,091,,Personal,Tatann Aviation Inc.,0.0,0.0,0.0,2.0,VMC,"The biplane pilots inadequate visual lookout, which resulted in an on-ground collision with another airplane while taxiing. ",22-09-2022,2.0,0.0,0.0,0,mooney-m20,mooney-m20
Accident,GAA22WA100,2022-02-11,"Buenos Aires, OF",Argentina,,,SADM,,,Substantial,Airplane,LV-JUO,cessna,501,No,,,NUSN,,,Private Operator,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0,cessna-501,cessna-501
Accident,ERA22LA132,2022-02-11,"New Bern, NC",United States,035422N,0077236W,EWN,COASTAL CAROLINA RGNL,Non-Fatal,Substantial,Airplane,N2509N,cessna,140,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,The loss of brake pressure on the left brake due to a failed O-ring seal.,22-06-2022,2.0,0.0,0.0,0,cessna-140,cessna-140
Accident,CEN22LA118,2022-02-12,"Katy, TX",United States,294927N,0954033W,IWS,,Serious,Destroyed,Airplane,N201VZ,mooney,m20j,No,1.0,,091,,Personal,AVIATION PARTNERS SA LLC,0.0,0.0,2.0,0.0,VMC,,03-03-2022,2.0,0.0,0.0,1,mooney-m20j,mooney-m20j
Accident,CEN22LA120,2022-02-12,"Murphysboro, IL",United States,374555N,0891456W,MDH,Southern Illinois,Minor,Substantial,Airplane,N737SY,cessna,172n,No,1.0,Reciprocating,091,NSCH,Instructional,SOUTHERN ILLINOIS AIRPORT AUTHORITY,0.0,1.0,0.0,0.0,VMC,The pilots failure to maintain clearance from power lines during approach for landing. ,14-06-2022,1.0,1.0,1.0,0,cessna-172n,cessna-172n
Accident,GAA22WA304,2022-02-12,"Paterborn-Haxterberg, ",Georgia,,,,,Non-Fatal,Substantial,Airplane,N16ED,cessna,172rg,No,1.0,,NUSN,,,,0.0,0.0,0.0,1.0,,,06-12-2022,1.0,0.0,0.0,0,cessna-172rg,cessna-172rg
Accident,CEN22LA121,2022-02-15,"Furlow, AR",United States,344951N,0915944W,,,Serious,Substantial,Airplane,N7337D,piper,pa22,No,1.0,,091,NSCH,Personal,,0.0,0.0,1.0,0.0,VMC,,17-02-2022,1.0,0.0,0.0,0,piper-pa22,piper-pa22
Incident,ENG22WA011,2022-02-15,"Mexico City, ",Mexico,,,,,,Unknown,Airplane,N354NB,airbus,a319,No,,,121,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0,airbus-a319,airbus-a319
Accident,GAA22WA104,2022-02-15,"Concepción ( CLCP ), ",Bolivia,,,,,Non-Fatal,Substantial,Airplane,CP-3002,cessna,152,No,,,NUSN,,,,0.0,0.0,0.0,2.0,,,18-04-2022,2.0,0.0,0.0,0,cessna-152,cessna-152
Accident,ERA22FA126,2022-02-16,"Lexington, NC",United States,354626N,0801857W,EXX,Davidson County Airport,Fatal,Destroyed,Airplane,N58LF,beech,58,No,2.0,,091,,Personal,,1.0,0.0,0.0,0.0,VMC,,03-03-2022,1.0,1.0,1.0,1,beech-58,beech-58
Accident,ERA22LA128,2022-02-16,"Pahokee, FL",United States,264659N,0804135W,PHK,PALM BEACH COUNTY GLADES,Non-Fatal,Substantial,Airplane,N6493,stinson,108,No,1.0,Reciprocating,091,,Instructional,,0.0,0.0,0.0,2.0,VMC,"The student pilots incorrect tail wheel takeoff procedure, and the flight instructors lack of remedial action, which resulted in a nose over. ",22-06-2022,2.0,0.0,0.0,0,stinson-108,stinson-108
Accident,ERA22LA130,2022-02-16,"Washington, NC",United States,353414N,0077259W,OCW,Washington-Warren Airport,Non-Fatal,Substantial,Airplane,N114BR,piper,pa32r,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,3.0,VMC,"The pilots inadequate preflight inspection, which resulted in a total loss of engine power due to fuel contamination.",22-06-2022,3.0,0.0,0.0,0,piper-pa32r,piper-pa32r
Accident,GAA22WA102,2022-02-16,"Utrera, ",Spain,364441N,0006336W,,,Fatal,Unknown,Airplane,D-EATU,cessna,fa150,No,,,129,NSCH,,Fly In Spain,1.0,0.0,0.0,0.0,,,25-05-2022,1.0,1.0,1.0,0,cessna-fa150,cessna-fa150
Accident,GAA22WA107,2022-02-18,"La Condensa, OF",Colombia,105418N,0744555W,SKBQ,Ernesto Cortissoz Airport,Serious,Substantial,Airplane,HK4856,piper,pa28,No,1.0,,NUSN,,Instructional,Protecnica Centro de Entrenamiento Aeronáutico,0.0,0.0,1.0,0.0,,,27-07-2022,1.0,0.0,0.0,0,piper-pa28,piper-pa28
Accident,WPR22LA103,2022-02-18,"Murphy, ID",United States,431254N,1163254W,1U3,Murphy ID,Non-Fatal,Substantial,Airplane,N36430,taylorcraft,bc12-65,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,The pilot's failure to maintain directional control during the landing roll. ,22-06-2022,2.0,0.0,0.0,0,taylorcraft-bc12-65,taylorcraft-bc12-65
Accident,GAA22WA155,2022-02-18,"Les Saintes Terre-de-Haut, ",Guadeloupe,,,,,,Substantial,Airplane,F-OOOO,cessna,172,No,,,NUSN,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0,cessna-172,cessna-172
Accident,GAA22WA108,2022-02-20,"Treasure Cay, Abaco, ",Bahamas,,,MYAT,,,Substantial,Airplane,N62670,piper,pa23,No,2.0,,NUSN,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0,piper-pa23,piper-pa23
Accident,CEN22LA132,2022-02-20,"Crete, NE",United States,403637N,0965530W,KCEK,,Non-Fatal,Substantial,Airplane,N6750U,mooney,m20c,No,1.0,,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,11-03-2022,2.0,0.0,0.0,0,mooney-m20c,mooney-m20c
Accident,CEN22LA129,2022-02-21,"Franklin, IN",United States,392535N,0086330W,3FK,Franklin Field,Serious,Substantial,Airplane,N2521Z,bellanca,7gcbc,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,1.0,0.0,VMC,The pilots loss of control in the landing pattern resulting in an aerodynamic stall and impact with terrain.,13-10-2022,1.0,0.0,0.0,0,bellanca-7gcbc,bellanca-7gcbc
Accident,CEN22LA130,2022-02-21,"Aspen, CO",United States,391357N,1065224W,ASE,ASPEN-PITKIN COUNTY/SARDY FLD,Non-Fatal,Substantial,Airplane,N99AP,raytheon aircraft company,hawker 800xp,No,2.0,,091,,Business,"Nxt Jet, Inc.",0.0,0.0,0.0,6.0,VMC,,25-02-2022,6.0,0.0,0.0,0,raytheon aircraft company-hawker 800xp,raytheon aircraft company-hawker 800xp
